country_code,year,n_loans,total_loan_amount,log_total_loan_amount,log_gdp_pc,population,log_population,institutional_pca1,institutional_index,financial_access_index,poverty_rate
DO,2016,134,460925.0,13.040990618938592,8.878741766961292,10766998.0,16.191996273045074,0.3630078600248732,0.2978053621838367,0.0715806607896997,3.0
DO,2017,75,295525.0,12.596508714618578,8.906447583754677,10766998.0,16.191996273045074,0.3630078600248732,0.2978053621838367,0.0715806607896997,1.5
EC,2013,183,229475.0,12.343549370087292,8.681575078092349,16624858.0,16.626409603116333,0.1406470078474653,0.1065608031322214,-0.027994411172281,4.5
EC,2014,2953,4017000.0,15.20604591334142,8.708646547394471,16624858.0,16.626409603116333,0.1406470078474653,0.1065608031322214,-0.027994411172281,4.0
EC,2015,2776,3190675.0,14.975743051123251,8.695533446764424,16624858.0,16.626409603116333,0.1406470078474653,0.1065608031322214,-0.027994411172281,4.8
EC,2016,5086,4898800.0,15.40450083512927,8.674049216381379,16624858.0,16.626409603116333,0.1406470078474653,0.1065608031322214,-0.027994411172281,5.0
EC,2017,2523,2664325.0,14.795461300198385,8.716744220594295,16624858.0,16.626409603116333,0.1406470078474653,0.1065608031322214,-0.027994411172281,4.3
EG,2014,46,34750.0,10.455934850992938,8.081988965677631,97553151.0,18.39590792589562,-0.1603443929102546,-0.0748429100740405,-0.433418799469898,
EG,2015,432,347600.0,12.758807672373374,8.103791147239484,97553151.0,18.39590792589562,-0.1603443929102546,-0.0748429100740405,-0.433418799469898,1.2
EG,2016,640,507375.0,13.137005654141198,8.125992598550411,97553151.0,18.39590792589562,-0.1603443929102546,-0.0748429100740405,-0.433418799469898,
EG,2017,521,213550.0,12.271626276269613,8.146972520521286,97553151.0,18.39590792589562,-0.1603443929102546,-0.0748429100740405,-0.433418799469898,3.1
